Player,Player Image,Year
John Hadl,https://www.pro-football-reference.com/req/20180910/images/headshots/HadlJo00_2017.jpg,1976
Roman Gabriel,https://www.pro-football-reference.com/req/20180910/images/headshots/GabrRo00_2017.jpg,1976
Ron Jaworski,https://www.pro-football-reference.com/req/20180910/images/headshots/JawoRo00_2017.jpg,1976
Norm Snead,https://www.pro-football-reference.com/req/20180910/images/headshots/SneaNo00.jpg,1976
Danny White,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitDa01_2017.jpg,1976
Earl Morrall,https://www.pro-football-reference.com/req/20180910/images/headshots/MorrEa00.jpg,1976
Bob Parsons,https://www.pro-football-reference.com/req/20180910/images/headshots/ParsBo00.jpg,1976
Drew Pearson,https://www.pro-football-reference.com/req/20180910/images/headshots/PearDr00_2017.jpg,1976
Greg Pruitt,https://www.pro-football-reference.com/req/20180910/images/headshots/PruiGr00_2017.jpg,1976
Terry Hanratty,https://www.pro-football-reference.com/req/20180910/images/headshots/HanrTe00.jpg,1976
Herman Weaver,https://www.pro-football-reference.com/req/20180910/images/headshots/WeavHe20.jpg,1976
Sam Wyche,https://www.pro-football-reference.com/req/20180910/images/headshots/WychSa00.jpg,1976
Harold Carmichael,https://www.pro-football-reference.com/req/20180910/images/headshots/CarmHa00_2017.jpg,1976
Don Cockroft,https://www.pro-football-reference.com/req/20180910/images/headshots/cockrdon01_2017.jpg,1976
Calvin Hill,https://www.pro-football-reference.com/req/20180910/images/headshots/HillCa00.jpg,1976
Alfred Jenkins,https://www.pro-football-reference.com/req/20180910/images/headshots/JenkAl00_2017.jpg,1976
Charlie Joiner,https://www.pro-football-reference.com/req/20180910/images/headshots/JoinCh00_2019.jpg,1976
Steve Largent,https://www.pro-football-reference.com/req/20180910/images/headshots/LargSt00_2019.jpg,1976
Terry Metcalf,https://www.pro-football-reference.com/req/20180910/images/headshots/MetcTe00.jpg,1976
Roger Wehrli,https://www.pro-football-reference.com/req/20180910/images/headshots/WehrRo00_2019.jpg,1976
Spike Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneSp20.jpg,1976
Joe Ferguson,https://www.pro-football-reference.com/req/20180910/images/headshots/FergJo00_2017.jpg,1977
Bert Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneBe00_2017.jpg,1977
Roger Staubach,https://www.pro-football-reference.com/req/20180910/images/headshots/StauRo00_2019.jpg,1977
Jim Hart,https://www.pro-football-reference.com/req/20180910/images/headshots/HartJi00_2017.jpg,1977
Terry Bradshaw,https://www.pro-football-reference.com/req/20180910/images/headshots/BradTe00_2019.jpg,1977
Bob Griese,https://www.pro-football-reference.com/req/20180910/images/headshots/GrieBo00_2019.jpg,1977
Ron Jaworski,https://www.pro-football-reference.com/req/20180910/images/headshots/JawoRo00_2017.jpg,1977
Ken Stabler,https://www.pro-football-reference.com/req/20180910/images/headshots/StabKe00_2017.jpg,1977
Steve Grogan,https://www.pro-football-reference.com/req/20180910/images/headshots/GrogSt00_2017.jpg,1977
Ken Anderson,https://www.pro-football-reference.com/req/20180910/images/headshots/AndeKe00_2019.jpg,1977
Dan Pastorini,https://www.pro-football-reference.com/req/20180910/images/headshots/PastDa00_2017.jpg,1977
Craig Morton,https://www.pro-football-reference.com/req/20180910/images/headshots/MortCr00.jpg,1977
Richard Todd,https://www.pro-football-reference.com/req/20180910/images/headshots/ToddRi00.jpg,1977
Fran Tarkenton,https://www.pro-football-reference.com/req/20180910/images/headshots/TarkFr00_2019.jpg,1977
Jim Plunkett,https://www.pro-football-reference.com/req/20180910/images/headshots/PlunJi00_2019.jpg,1977
Jim Zorn,https://www.pro-football-reference.com/req/20180910/images/headshots/ZornJi00_2017.jpg,1977
Pat Haden,https://www.pro-football-reference.com/req/20180910/images/headshots/HadePa00.jpg,1977
Greg Landry,https://www.pro-football-reference.com/req/20180910/images/headshots/LandGr00_2017.jpg,1977
Archie Manning,https://www.pro-football-reference.com/req/20180910/images/headshots/MannAr00_2017.jpg,1977
Brian Sipe,https://www.pro-football-reference.com/req/20180910/images/headshots/SipeBr00_2017.jpg,1977
Billy Kilmer,https://www.pro-football-reference.com/req/20180910/images/headshots/KilmBi00.jpg,1977
Joe Theismann,https://www.pro-football-reference.com/req/20180910/images/headshots/TheiJo00_2017.jpg,1977
Dan Fouts,https://www.pro-football-reference.com/req/20180910/images/headshots/FoutDa00_2019.jpg,1977
Steve Bartkowski,https://www.pro-football-reference.com/req/20180910/images/headshots/BartSt00_2017.jpg,1977
Joe Namath,https://www.pro-football-reference.com/req/20180910/images/headshots/NamaJo00_2019.jpg,1977
Gary Danielson,https://www.pro-football-reference.com/req/20180910/images/headshots/DaniGa00.jpg,1977
Tommy Kramer,https://www.pro-football-reference.com/req/20180910/images/headshots/KramTo00.jpg,1977
Bobby Douglass,https://www.pro-football-reference.com/req/20180910/images/headshots/DougBo00.jpg,1977
John Hadl,https://www.pro-football-reference.com/req/20180910/images/headshots/HadlJo00_2017.jpg,1977
Bob Parsons,https://www.pro-football-reference.com/req/20180910/images/headshots/ParsBo00.jpg,1977
Tony Dungy,https://www.pro-football-reference.com/req/20180910/images/headshots/DungTo20.jpg,1977
Danny White,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitDa01_2017.jpg,1977
Tony Dorsett,https://www.pro-football-reference.com/req/20180910/images/headshots/DorsTo00_2019.jpg,1977
Greg Pruitt,https://www.pro-football-reference.com/req/20180910/images/headshots/PruiGr00_2017.jpg,1977
Terry Metcalf,https://www.pro-football-reference.com/req/20180910/images/headshots/MetcTe00.jpg,1977
Roman Gabriel,https://www.pro-football-reference.com/req/20180910/images/headshots/GabrRo00_2017.jpg,1977
Tom Wittum,https://www.pro-football-reference.com/req/20180910/images/headshots/WittTo20.jpg,1977
Paul Krause,https://www.pro-football-reference.com/req/20180910/images/headshots/KrauPa00_2019.jpg,1977
Pat McInally,https://www.pro-football-reference.com/req/20180910/images/headshots/McInPa00.jpg,1977
Tom Blanchard,https://www.pro-football-reference.com/req/20180910/images/headshots/BlanTo20.jpg,1977
Ken Burrough,https://www.pro-football-reference.com/req/20180910/images/headshots/BurrKe00_2017.jpg,1977
John James,https://www.pro-football-reference.com/req/20180910/images/headshots/JameJo20.jpg,1977
O.J. Simpson,https://www.pro-football-reference.com/req/20180910/images/headshots/SimpO.00_2019.jpg,1977
June Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneJu00.jpg,1977
Fran Tarkenton,https://www.pro-football-reference.com/req/20180910/images/headshots/TarkFr00_2019.jpg,1978
Archie Manning,https://www.pro-football-reference.com/req/20180910/images/headshots/MannAr00_2017.jpg,1978
Jim Zorn,https://www.pro-football-reference.com/req/20180910/images/headshots/ZornJi00_2017.jpg,1978
Roger Staubach,https://www.pro-football-reference.com/req/20180910/images/headshots/StauRo00_2019.jpg,1978
Jim Hart,https://www.pro-football-reference.com/req/20180910/images/headshots/HartJi00_2017.jpg,1978
Dan Fouts,https://www.pro-football-reference.com/req/20180910/images/headshots/FoutDa00_2019.jpg,1978
Pat Haden,https://www.pro-football-reference.com/req/20180910/images/headshots/HadePa00.jpg,1978
Ken Stabler,https://www.pro-football-reference.com/req/20180910/images/headshots/StabKe00_2017.jpg,1978
Terry Bradshaw,https://www.pro-football-reference.com/req/20180910/images/headshots/BradTe00_2019.jpg,1978
Brian Sipe,https://www.pro-football-reference.com/req/20180910/images/headshots/SipeBr00_2017.jpg,1978
Steve Grogan,https://www.pro-football-reference.com/req/20180910/images/headshots/GrogSt00_2017.jpg,1978
Joe Theismann,https://www.pro-football-reference.com/req/20180910/images/headshots/TheiJo00_2017.jpg,1978
Steve Bartkowski,https://www.pro-football-reference.com/req/20180910/images/headshots/BartSt00_2017.jpg,1978
Ron Jaworski,https://www.pro-football-reference.com/req/20180910/images/headshots/JawoRo00_2017.jpg,1978
Dan Pastorini,https://www.pro-football-reference.com/req/20180910/images/headshots/PastDa00_2017.jpg,1978
Gary Danielson,https://www.pro-football-reference.com/req/20180910/images/headshots/DaniGa00.jpg,1978
Ken Anderson,https://www.pro-football-reference.com/req/20180910/images/headshots/AndeKe00_2019.jpg,1978
Joe Ferguson,https://www.pro-football-reference.com/req/20180910/images/headshots/FergJo00_2017.jpg,1978
Craig Morton,https://www.pro-football-reference.com/req/20180910/images/headshots/MortCr00.jpg,1978
Bob Griese,https://www.pro-football-reference.com/req/20180910/images/headshots/GrieBo00_2019.jpg,1978
Steve DeBerg,https://www.pro-football-reference.com/req/20180910/images/headshots/DebeSt00.jpg,1978
Doug Williams,https://www.pro-football-reference.com/req/20180910/images/headshots/WillDo01_2017.jpg,1978
Richard Todd,https://www.pro-football-reference.com/req/20180910/images/headshots/ToddRi00.jpg,1978
Greg Landry,https://www.pro-football-reference.com/req/20180910/images/headshots/LandGr00_2017.jpg,1978
June Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneJu00.jpg,1978
Bert Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneBe00_2017.jpg,1978
Billy Kilmer,https://www.pro-football-reference.com/req/20180910/images/headshots/KilmBi00.jpg,1978
Danny White,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitDa01_2017.jpg,1978
Bobby Douglass,https://www.pro-football-reference.com/req/20180910/images/headshots/DougBo00.jpg,1978
Mike Bragg,https://www.pro-football-reference.com/req/20180910/images/headshots/BragMi20.jpg,1978
Tommy Kramer,https://www.pro-football-reference.com/req/20180910/images/headshots/KramTo00.jpg,1978
Herman Weaver,https://www.pro-football-reference.com/req/20180910/images/headshots/WeavHe20.jpg,1978
Ken Burrough,https://www.pro-football-reference.com/req/20180910/images/headshots/BurrKe00_2017.jpg,1978
Dave Casper,https://www.pro-football-reference.com/req/20180910/images/headshots/CaspDa00_2019.jpg,1978
Tony Dorsett,https://www.pro-football-reference.com/req/20180910/images/headshots/DorsTo00_2019.jpg,1978
Franco Harris,https://www.pro-football-reference.com/req/20180910/images/headshots/HarrFr00_2019.jpg,1978
James Lofton,https://www.pro-football-reference.com/req/20180910/images/headshots/LoftJa00_2019.jpg,1978
Lawrence McCutcheon,https://www.pro-football-reference.com/req/20180910/images/headshots/McCuLa00_2017.jpg,1978
Chuck Muncie,https://www.pro-football-reference.com/req/20180910/images/headshots/MuncCh00.jpg,1978
Bob Parsons,https://www.pro-football-reference.com/req/20180910/images/headshots/ParsBo00.jpg,1978
Greg Pruitt,https://www.pro-football-reference.com/req/20180910/images/headshots/PruiGr00_2017.jpg,1978
Dave Jennings,https://www.pro-football-reference.com/req/20180910/images/headshots/JennDa20.jpg,1978
Dan Fouts,https://www.pro-football-reference.com/req/20180910/images/headshots/FoutDa00_2019.jpg,1979
Brian Sipe,https://www.pro-football-reference.com/req/20180910/images/headshots/SipeBr00_2017.jpg,1979
Terry Bradshaw,https://www.pro-football-reference.com/req/20180910/images/headshots/BradTe00_2019.jpg,1979
Jim Zorn,https://www.pro-football-reference.com/req/20180910/images/headshots/ZornJi00_2017.jpg,1979
Steve DeBerg,https://www.pro-football-reference.com/req/20180910/images/headshots/DebeSt00.jpg,1979
Ken Stabler,https://www.pro-football-reference.com/req/20180910/images/headshots/StabKe00_2017.jpg,1979
Roger Staubach,https://www.pro-football-reference.com/req/20180910/images/headshots/StauRo00_2019.jpg,1979
Joe Ferguson,https://www.pro-football-reference.com/req/20180910/images/headshots/FergJo00_2017.jpg,1979
Tommy Kramer,https://www.pro-football-reference.com/req/20180910/images/headshots/KramTo00.jpg,1979
Steve Grogan,https://www.pro-football-reference.com/req/20180910/images/headshots/GrogSt00_2017.jpg,1979
Archie Manning,https://www.pro-football-reference.com/req/20180910/images/headshots/MannAr00_2017.jpg,1979
Greg Landry,https://www.pro-football-reference.com/req/20180910/images/headshots/LandGr00_2017.jpg,1979
Joe Theismann,https://www.pro-football-reference.com/req/20180910/images/headshots/TheiJo00_2017.jpg,1979
Ron Jaworski,https://www.pro-football-reference.com/req/20180910/images/headshots/JawoRo00_2017.jpg,1979
Richard Todd,https://www.pro-football-reference.com/req/20180910/images/headshots/ToddRi00.jpg,1979
Craig Morton,https://www.pro-football-reference.com/req/20180910/images/headshots/MortCr00.jpg,1979
Steve Bartkowski,https://www.pro-football-reference.com/req/20180910/images/headshots/BartSt00_2017.jpg,1979
Doug Williams,https://www.pro-football-reference.com/req/20180910/images/headshots/WillDo01_2017.jpg,1979
Ken Anderson,https://www.pro-football-reference.com/req/20180910/images/headshots/AndeKe00_2019.jpg,1979
Jim Hart,https://www.pro-football-reference.com/req/20180910/images/headshots/HartJi00_2017.jpg,1979
Bob Griese,https://www.pro-football-reference.com/req/20180910/images/headshots/GrieBo00_2019.jpg,1979
Dan Pastorini,https://www.pro-football-reference.com/req/20180910/images/headshots/PastDa00_2017.jpg,1979
Pat Haden,https://www.pro-football-reference.com/req/20180910/images/headshots/HadePa00.jpg,1979
Phil Simms,https://www.pro-football-reference.com/req/20180910/images/headshots/SimmPh00_2017.jpg,1979
Bert Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneBe00_2017.jpg,1979
June Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneJu00.jpg,1979
Danny White,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitDa01_2017.jpg,1979
Joe Montana,https://www.pro-football-reference.com/req/20180910/images/headshots/MontJo01_2019.jpg,1979
Jim Plunkett,https://www.pro-football-reference.com/req/20180910/images/headshots/PlunJi00_2019.jpg,1979
Herman Weaver,https://www.pro-football-reference.com/req/20180910/images/headshots/WeavHe20.jpg,1979
Walter Payton,https://www.pro-football-reference.com/req/20180910/images/headshots/PaytWa00_2019.jpg,1979
Dave Jennings,https://www.pro-football-reference.com/req/20180910/images/headshots/JennDa20.jpg,1979
Chuck Muncie,https://www.pro-football-reference.com/req/20180910/images/headshots/MuncCh00.jpg,1979
Bob Parsons,https://www.pro-football-reference.com/req/20180910/images/headshots/ParsBo00.jpg,1979
John James,https://www.pro-football-reference.com/req/20180910/images/headshots/JameJo20.jpg,1979
Matt Cavanaugh,https://www.pro-football-reference.com/req/20180910/images/headshots/CavaMa00.jpg,1979
Ottis Anderson,https://www.pro-football-reference.com/req/20180910/images/headshots/AndeOt00_2017.jpg,1979
Ken Burrough,https://www.pro-football-reference.com/req/20180910/images/headshots/BurrKe00_2017.jpg,1979
Harold Jackson,https://www.pro-football-reference.com/req/20180910/images/headshots/JackHa00.jpg,1979
James Lofton,https://www.pro-football-reference.com/req/20180910/images/headshots/LoftJa00_2019.jpg,1979
Luke Prestridge,https://www.pro-football-reference.com/req/20180910/images/headshots/PresLu20.jpg,1979
Rick Upchurch,https://www.pro-football-reference.com/req/20180910/images/headshots/UpchRi00.jpg,1979
Dan Fouts,https://www.pro-football-reference.com/req/20180910/images/headshots/FoutDa00_2019.jpg,1980
Brian Sipe,https://www.pro-football-reference.com/req/20180910/images/headshots/SipeBr00_2017.jpg,1980
Archie Manning,https://www.pro-football-reference.com/req/20180910/images/headshots/MannAr00_2017.jpg,1980
Tommy Kramer,https://www.pro-football-reference.com/req/20180910/images/headshots/KramTo00.jpg,1980
Steve Bartkowski,https://www.pro-football-reference.com/req/20180910/images/headshots/BartSt00_2017.jpg,1980
Ron Jaworski,https://www.pro-football-reference.com/req/20180910/images/headshots/JawoRo00_2017.jpg,1980
Doug Williams,https://www.pro-football-reference.com/req/20180910/images/headshots/WillDo01_2017.jpg,1980
Jim Zorn,https://www.pro-football-reference.com/req/20180910/images/headshots/ZornJi00_2017.jpg,1980
Terry Bradshaw,https://www.pro-football-reference.com/req/20180910/images/headshots/BradTe00_2019.jpg,1980
Richard Todd,https://www.pro-football-reference.com/req/20180910/images/headshots/ToddRi00.jpg,1980
Danny White,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitDa01_2017.jpg,1980
Gary Danielson,https://www.pro-football-reference.com/req/20180910/images/headshots/DaniGa00.jpg,1980
Ken Stabler,https://www.pro-football-reference.com/req/20180910/images/headshots/StabKe00_2017.jpg,1980
Bert Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneBe00_2017.jpg,1980
Joe Theismann,https://www.pro-football-reference.com/req/20180910/images/headshots/TheiJo00_2017.jpg,1980
Jim Hart,https://www.pro-football-reference.com/req/20180910/images/headshots/HartJi00_2017.jpg,1980
Joe Ferguson,https://www.pro-football-reference.com/req/20180910/images/headshots/FergJo00_2017.jpg,1980
Steve Grogan,https://www.pro-football-reference.com/req/20180910/images/headshots/GrogSt00_2017.jpg,1980
Phil Simms,https://www.pro-football-reference.com/req/20180910/images/headshots/SimmPh00_2017.jpg,1980
Jim Plunkett,https://www.pro-football-reference.com/req/20180910/images/headshots/PlunJi00_2019.jpg,1980
Craig Morton,https://www.pro-football-reference.com/req/20180910/images/headshots/MortCr00.jpg,1980
Steve DeBerg,https://www.pro-football-reference.com/req/20180910/images/headshots/DebeSt00.jpg,1980
David Woodley,https://www.pro-football-reference.com/req/20180910/images/headshots/WoodDa00.jpg,1980
Joe Montana,https://www.pro-football-reference.com/req/20180910/images/headshots/MontJo01_2019.jpg,1980
Ken Anderson,https://www.pro-football-reference.com/req/20180910/images/headshots/AndeKe00_2019.jpg,1980
Dan Pastorini,https://www.pro-football-reference.com/req/20180910/images/headshots/PastDa00_2017.jpg,1980
Matt Cavanaugh,https://www.pro-football-reference.com/req/20180910/images/headshots/CavaMa00.jpg,1980
Bob Griese,https://www.pro-football-reference.com/req/20180910/images/headshots/GrieBo00_2019.jpg,1980
Greg Landry,https://www.pro-football-reference.com/req/20180910/images/headshots/LandGr00_2017.jpg,1980
Pat Haden,https://www.pro-football-reference.com/req/20180910/images/headshots/HadePa00.jpg,1980
Earl Campbell,https://www.pro-football-reference.com/req/20180910/images/headshots/CampEa00_2019.jpg,1980
Wes Chandler,https://www.pro-football-reference.com/req/20180910/images/headshots/ChanWe00.jpg,1980
Harold Jackson,https://www.pro-football-reference.com/req/20180910/images/headshots/JackHa00.jpg,1980
Ray Guy,https://www.pro-football-reference.com/req/20180910/images/headshots/GuyxRa20_2019.jpg,1980
Joe Cribbs,https://www.pro-football-reference.com/req/20180910/images/headshots/CribJo00.jpg,1980
Lawrence McCutcheon,https://www.pro-football-reference.com/req/20180910/images/headshots/McCuLa00_2017.jpg,1980
Nolan Cromwell,https://www.pro-football-reference.com/req/20180910/images/headshots/CromNo00_2017.jpg,1980
Tony Dorsett,https://www.pro-football-reference.com/req/20180910/images/headshots/DorsTo00_2019.jpg,1980
John James,https://www.pro-football-reference.com/req/20180910/images/headshots/JameJo20.jpg,1980
Dave Krieg,https://www.pro-football-reference.com/req/20180910/images/headshots/KrieDa00_2017.jpg,1980
Wilbert Montgomery,https://www.pro-football-reference.com/req/20180910/images/headshots/MontWi00_2017.jpg,1980
Nat Moore,https://www.pro-football-reference.com/req/20180910/images/headshots/MoorNa00_2017.jpg,1980
Bob Parsons,https://www.pro-football-reference.com/req/20180910/images/headshots/ParsBo00.jpg,1980
Walter Payton,https://www.pro-football-reference.com/req/20180910/images/headshots/PaytWa00_2019.jpg,1980
Herman Weaver,https://www.pro-football-reference.com/req/20180910/images/headshots/WeavHe20.jpg,1980
Dan Fouts,https://www.pro-football-reference.com/req/20180910/images/headshots/FoutDa00_2019.jpg,1981
Tommy Kramer,https://www.pro-football-reference.com/req/20180910/images/headshots/KramTo00.jpg,1981
Brian Sipe,https://www.pro-football-reference.com/req/20180910/images/headshots/SipeBr00_2017.jpg,1981
Steve Bartkowski,https://www.pro-football-reference.com/req/20180910/images/headshots/BartSt00_2017.jpg,1981
Ken Anderson,https://www.pro-football-reference.com/req/20180910/images/headshots/AndeKe00_2019.jpg,1981
Joe Ferguson,https://www.pro-football-reference.com/req/20180910/images/headshots/FergJo00_2017.jpg,1981
Joe Theismann,https://www.pro-football-reference.com/req/20180910/images/headshots/TheiJo00_2017.jpg,1981
Joe Montana,https://www.pro-football-reference.com/req/20180910/images/headshots/MontJo01_2019.jpg,1981
Doug Williams,https://www.pro-football-reference.com/req/20180910/images/headshots/WillDo01_2017.jpg,1981
Richard Todd,https://www.pro-football-reference.com/req/20180910/images/headshots/ToddRi00.jpg,1981
Craig Morton,https://www.pro-football-reference.com/req/20180910/images/headshots/MortCr00.jpg,1981
Danny White,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitDa01_2017.jpg,1981
Ron Jaworski,https://www.pro-football-reference.com/req/20180910/images/headshots/JawoRo00_2017.jpg,1981
Bert Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneBe00_2017.jpg,1981
Terry Bradshaw,https://www.pro-football-reference.com/req/20180910/images/headshots/BradTe00_2019.jpg,1981
Jim Zorn,https://www.pro-football-reference.com/req/20180910/images/headshots/ZornJi00_2017.jpg,1981
David Woodley,https://www.pro-football-reference.com/req/20180910/images/headshots/WoodDa00.jpg,1981
Phil Simms,https://www.pro-football-reference.com/req/20180910/images/headshots/SimmPh00_2017.jpg,1981
Ken Stabler,https://www.pro-football-reference.com/req/20180910/images/headshots/StabKe00_2017.jpg,1981
Steve Grogan,https://www.pro-football-reference.com/req/20180910/images/headshots/GrogSt00_2017.jpg,1981
Pat Haden,https://www.pro-football-reference.com/req/20180910/images/headshots/HadePa00.jpg,1981
Jim Hart,https://www.pro-football-reference.com/req/20180910/images/headshots/HartJi00_2017.jpg,1981
Matt Cavanaugh,https://www.pro-football-reference.com/req/20180910/images/headshots/CavaMa00.jpg,1981
Neil Lomax,https://www.pro-football-reference.com/req/20180910/images/headshots/LomaNe00_2017.jpg,1981
Archie Manning,https://www.pro-football-reference.com/req/20180910/images/headshots/MannAr00_2017.jpg,1981
Jim Plunkett,https://www.pro-football-reference.com/req/20180910/images/headshots/PlunJi00_2019.jpg,1981
Dave Krieg,https://www.pro-football-reference.com/req/20180910/images/headshots/KrieDa00_2017.jpg,1981
Steve DeBerg,https://www.pro-football-reference.com/req/20180910/images/headshots/DebeSt00.jpg,1981
Gary Danielson,https://www.pro-football-reference.com/req/20180910/images/headshots/DaniGa00.jpg,1981
Dan Pastorini,https://www.pro-football-reference.com/req/20180910/images/headshots/PastDa00_2017.jpg,1981
Greg Landry,https://www.pro-football-reference.com/req/20180910/images/headshots/LandGr00_2017.jpg,1981
Drew Pearson,https://www.pro-football-reference.com/req/20180910/images/headshots/PearDr00_2017.jpg,1981
June Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneJu00.jpg,1981
Joe Cribbs,https://www.pro-football-reference.com/req/20180910/images/headshots/CribJo00.jpg,1981
Chuck Muncie,https://www.pro-football-reference.com/req/20180910/images/headshots/MuncCh00.jpg,1981
Wes Chandler,https://www.pro-football-reference.com/req/20180910/images/headshots/ChanWe00.jpg,1981
Dwight Clark,https://www.pro-football-reference.com/req/20180910/images/headshots/ClarDw00.jpg,1981
Harold Jackson,https://www.pro-football-reference.com/req/20180910/images/headshots/JackHa00.jpg,1981
John James,https://www.pro-football-reference.com/req/20180910/images/headshots/JameJo20.jpg,1981
Steve Largent,https://www.pro-football-reference.com/req/20180910/images/headshots/LargSt00_2019.jpg,1981
Bob Parsons,https://www.pro-football-reference.com/req/20180910/images/headshots/ParsBo00.jpg,1981
Walter Payton,https://www.pro-football-reference.com/req/20180910/images/headshots/PaytWa00_2019.jpg,1981
Kellen Winslow,https://www.pro-football-reference.com/req/20180910/images/headshots/WinsKe00_2019.jpg,1981
Dan Fouts,https://www.pro-football-reference.com/req/20180910/images/headshots/FoutDa00_2019.jpg,1982
Joe Montana,https://www.pro-football-reference.com/req/20180910/images/headshots/MontJo01_2019.jpg,1982
Ken Anderson,https://www.pro-football-reference.com/req/20180910/images/headshots/AndeKe00_2019.jpg,1982
Danny White,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitDa01_2017.jpg,1982
Ron Jaworski,https://www.pro-football-reference.com/req/20180910/images/headshots/JawoRo00_2017.jpg,1982
Doug Williams,https://www.pro-football-reference.com/req/20180910/images/headshots/WillDo01_2017.jpg,1982
Tommy Kramer,https://www.pro-football-reference.com/req/20180910/images/headshots/KramTo00.jpg,1982
Jim Plunkett,https://www.pro-football-reference.com/req/20180910/images/headshots/PlunJi00_2019.jpg,1982
Joe Theismann,https://www.pro-football-reference.com/req/20180910/images/headshots/TheiJo00_2017.jpg,1982
Richard Todd,https://www.pro-football-reference.com/req/20180910/images/headshots/ToddRi00.jpg,1982
Steve Bartkowski,https://www.pro-football-reference.com/req/20180910/images/headshots/BartSt00_2017.jpg,1982
Terry Bradshaw,https://www.pro-football-reference.com/req/20180910/images/headshots/BradTe00_2019.jpg,1982
Joe Ferguson,https://www.pro-football-reference.com/req/20180910/images/headshots/FergJo00_2017.jpg,1982
Jim Zorn,https://www.pro-football-reference.com/req/20180910/images/headshots/ZornJi00_2017.jpg,1982
Jim McMahon,https://www.pro-football-reference.com/req/20180910/images/headshots/McMaJi00.jpg,1982
Steve DeBerg,https://www.pro-football-reference.com/req/20180910/images/headshots/DebeSt00.jpg,1982
Neil Lomax,https://www.pro-football-reference.com/req/20180910/images/headshots/LomaNe00_2017.jpg,1982
Gary Danielson,https://www.pro-football-reference.com/req/20180910/images/headshots/DaniGa00.jpg,1982
Ken Stabler,https://www.pro-football-reference.com/req/20180910/images/headshots/StabKe00_2017.jpg,1982
David Woodley,https://www.pro-football-reference.com/req/20180910/images/headshots/WoodDa00.jpg,1982
Brian Sipe,https://www.pro-football-reference.com/req/20180910/images/headshots/SipeBr00_2017.jpg,1982
Steve Grogan,https://www.pro-football-reference.com/req/20180910/images/headshots/GrogSt00_2017.jpg,1982
Archie Manning,https://www.pro-football-reference.com/req/20180910/images/headshots/MannAr00_2017.jpg,1982
Bert Jones,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneBe00_2017.jpg,1982
Dave Krieg,https://www.pro-football-reference.com/req/20180910/images/headshots/KrieDa00_2017.jpg,1982
Matt Cavanaugh,https://www.pro-football-reference.com/req/20180910/images/headshots/CavaMa00.jpg,1982
Jim Hart,https://www.pro-football-reference.com/req/20180910/images/headshots/HartJi00_2017.jpg,1982
Craig Morton,https://www.pro-football-reference.com/req/20180910/images/headshots/MortCr00.jpg,1982
Chuck Muncie,https://www.pro-football-reference.com/req/20180910/images/headshots/MuncCh00.jpg,1982
Marcus Allen,https://www.pro-football-reference.com/req/20180910/images/headshots/AlleMa00_2019.jpg,1982
James Lofton,https://www.pro-football-reference.com/req/20180910/images/headshots/LoftJa00_2019.jpg,1982
Walter Payton,https://www.pro-football-reference.com/req/20180910/images/headshots/PaytWa00_2019.jpg,1982
Norm Johnson,https://www.pro-football-reference.com/req/20180910/images/headshots/johnsnor01.jpg,1982
Drew Pearson,https://www.pro-football-reference.com/req/20180910/images/headshots/PearDr00_2017.jpg,1982
Earl Campbell,https://www.pro-football-reference.com/req/20180910/images/headshots/CampEa00_2019.jpg,1982
Joe Cribbs,https://www.pro-football-reference.com/req/20180910/images/headshots/CribJo00.jpg,1982
Tony Dorsett,https://www.pro-football-reference.com/req/20180910/images/headshots/DorsTo00_2019.jpg,1982
Roy Green,https://www.pro-football-reference.com/req/20180910/images/headshots/GreeRo01_2017.jpg,1982
Rohn Stark,https://www.pro-football-reference.com/req/20180910/images/headshots/StarRo20.jpg,1982
Kellen Winslow,https://www.pro-football-reference.com/req/20180910/images/headshots/WinsKe00_2019.jpg,1982
Danny White,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitDa01_2017.jpg,1983
Joe Montana,https://www.pro-football-reference.com/req/20180910/images/headshots/MontJo01_2019.jpg,1983
Joe Theismann,https://www.pro-football-reference.com/req/20180910/images/headshots/TheiJo00_2017.jpg,1983
Brian Sipe,https://www.pro-football-reference.com/req/20180910/images/headshots/SipeBr00_2017.jpg,1983
Richard Todd,https://www.pro-football-reference.com/req/20180910/images/headshots/ToddRi00.jpg,1983
